Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
NCR3LG1	chr11	17351799	chr11	17741908	17742835	0.8929	MEIS1 (1.00), NR4A3 (1.00), NR2C1 (1.00), ZIC3 (1.00), PPARD (1.00), NR4A1 (1.00), NR4A2 (0.97), ZNF691 (0.92), 
NDUFB6	chr9	32573184	chr9	32572721	32573630	0.9252	ZNF691 (0.85), 
NUDCD3	chr7	44490658	chr7	44485796	44487192	0.8494	NR1I3 (0.97), KLF3 (0.95), ZNF691 (0.94), TP73 (0.93), NR3C1 (0.89), 
NUDCD3	chr7	44490658	chr7	44498282	44499214	0.8835	ESR2 (0.82), 
OGDH	chr7	44606626	chr7	44650503	44651462	0.8688	NR1I3 (0.98), ESRRG (0.97), NR4A2 (0.97), ZIC3 (0.97), NR1H4 (0.96), NR4A3 (0.96), TFEB (0.95), MITF (0.93), MTF1 (0.92), NR2C1 (0.88), RORC (0.86), NR4A1 (0.84), 
PAFAH2	chr1	25998063	chr1	26061452	26062257	0.9884	NR2C1 (0.91), NR1I3 (0.90), ESRRG (0.89), NR2F1 (0.86), ESRRA (0.85), NR4A3 (0.84), 
PDIK1L	chr1	26111164	chr1	26224812	26225856	0.9085	PPARG (0.86), ZKSCAN4 (0.81), 
PDP1	chr8	93916922	chr8	93922764	93923606	0.8112	RARA (1.00), ESRRA (1.00), ESRRG (1.00), ZNF784 (1.00), KLF3 (0.99), NR1H2 (0.98), NR4A2 (0.98), ESRRB (0.96), NR4A1 (0.92), MYOD1 (0.91), 
PDSS1	chr10	26697423	chr10	26697022	26698074	0.9893	RXRB (0.86), KLF3 (0.83), HES1 (0.80), 
PFKM	chr12	48105252	chr12	48127147	48127913	0.8913	MEIS2 (0.98), NR1I2 (0.95), RXRA (0.90), NR3C1 (0.88), NFE2 (0.88), NR4A3 (0.82), 
PFKM	chr12	48105252	chr12	48131058	48132107	0.8787	TFEB (0.97), NR1I2 (0.97), NR3C1 (0.95), NR4A1 (0.95), NR4A2 (0.93), ATOH1 (0.88), MITF (0.87), FOSB (0.82), 
PFKM	chr12	48105252	chr12	48151011	48151845	0.8522	NR6A1 (0.90), JUNB (0.90), JUN (0.87), ZNF691 (0.87), 
PHC2	chr1	33375593	chr1	33337783	33339506	0.8963	TP73 (0.96), NR1I3 (0.92), RARA (0.91), ATOH1 (0.89), NR2E1 (0.88), TCF7L2 (0.88), NR3C1 (0.87), RARB (0.87), NR4A3 (0.87), PPARA (0.86), ESRRG (0.86), TEAD1 (0.85), PPARG (0.85), NR4A1 (0.81), NR2F2 (0.80), SNAI2 (0.80), 
PHC2	chr1	33375593	chr1	33341908	33342898	0.8624	JUNB (0.98), SNAI2 (0.96), MEIS1 (0.94), BACH2 (0.93), FOSL1 (0.87), SMARCC1 (0.85), NFE2 (0.83), 
PHF3	chr6	63635801	chr6	63564157	63565088	0.8111	
PHTF2	chr7	77798772	chr7	77720468	77721418	0.8437	TP73 (0.95), ZIC3 (0.86), NR3C1 (0.82), PGR (0.81), 
PKM	chr15	72231624	chr15	72203142	72204004	0.8516	NR1I2 (0.90), GCM1 (0.88), TCF7L2 (0.83), NR1I3 (0.83), 
PKM	chr15	72231624	chr15	72213110	72213934	0.9718	NR4A2 (0.85), NR1I3 (0.82), 
PKM	chr15	72231624	chr15	72215457	72216439	0.873	ESRRG (0.99), BACH2 (0.99), HES1 (0.96), NR4A2 (0.96), ESRRA (0.95), ESRRB (0.90), 
PLIN4	chr19	4518486	chr19	4510523	4511427	0.9113	TFCP2 (0.95), 
PM20D2	chr6	89146054	chr6	89375160	89376096	0.8594	
PPP1R3C	chr10	91633071	chr10	91563806	91564762	0.9591	NR4A1 (0.83), TP73 (0.80), 
PPP1R3C	chr10	91633071	chr10	91627753	91628380	0.9004	
PPP1R3E	chr14	23302859	chr14	23146355	23147284	0.8413	ZKSCAN4 (0.96), NR4A1 (0.95), NR4A2 (0.91), MYOD1 (0.90), HNF4G (0.90), NR2F2 (0.90), ZKSCAN3 (0.88), FOSL2 (0.87), FOS (0.86), TEAD1 (0.85), JUN (0.85), NR4A3 (0.84), NR2E1 (0.83), SMARCC1 (0.82), 
PPTC7	chr12	110583318	chr12	110512263	110513257	0.9674	
PPTC7	chr12	110583318	chr12	110563723	110564678	0.8955	ZKSCAN4 (1.00), NR4A2 (0.99), ZKSCAN3 (0.99), ZIC3 (0.96), ESRRG (0.96), MTF1 (0.95), NR5A2 (0.94), JUN (0.94), NR2F2 (0.93), RARA (0.93), NR4A3 (0.90), NR4A1 (0.87), FOS (0.86), PPARD (0.83), 
PPTC7	chr12	110583318	chr12	110575021	110575884	0.8763	NR4A2 (1.00), RARB (1.00), RORB (0.99), PPARD (0.96), 
PPTC7	chr12	110583318	chr12	110578790	110579734	0.8772	MEIS2 (1.00), CREB3L1 (1.00), NR1I2 (1.00), NR1I3 (1.00), ATOH1 (0.99), MTF1 (0.99), TCF7L2 (0.99), RARA (0.98), SNAI2 (0.94), TGIF2 (0.89), ESRRB (0.85), 
PPTC7	chr12	110583318	chr12	110580829	110581616	0.9449	MEIS1 (0.94), NR2E1 (0.89), 
PPTC7	chr12	110583318	chr12	110581859	110582767	0.995	ESRRG (0.83), NR4A3 (0.80), 
PRKAA2	chr1	56645313	chr1	56508108	56509156	0.8892	PPARA (0.99), HEY1 (0.98), TFEB (0.98), ATOH1 (0.98), NR2C1 (0.97), TFCP2 (0.96), TCF7L2 (0.94), NR4A3 (0.94), PPARD (0.93), MITF (0.89), MEIS1 (0.89), 
PRKAA2	chr1	56645313	chr1	56545423	56546432	0.8833	NPAS2 (1.00), MXI1 (1.00), MYCN (1.00), MYC (0.99), MITF (0.99), PPARA (0.98), KLF3 (0.98), NR2C1 (0.98), CREB3L2 (0.98), RXRB (0.97), NR4A2 (0.97), TFEB (0.97), RXRA (0.96), MAF (0.96), PPARD (0.93), NR4A3 (0.92), HNF4A (0.91), ESRRA (0.91), NR2F6 (0.89), TFCP2 (0.86), 
PRKCE	chr2	45651674	chr2	45759053	45760047	0.9241	FOSB (0.84), TCF7L2 (0.82), BACH2 (0.81), ZNF691 (0.81), 
PSMA7	chr20	62143394	chr20	62117360	62118212	0.8657	NR1I2 (0.93), NR1I3 (0.92), ZIC3 (0.91), PPARD (0.89), HES1 (0.88), TFEB (0.85), MITF (0.84), MEIS1 (0.82), 
PSMA7	chr20	62143394	chr20	62134376	62135369	0.8627	HIC1 (0.93), KLF8 (0.91), KLF3 (0.89), 
PSMD8	chr19	38374549	chr19	38171749	38172539	0.8774	NPAS2 (1.00), RARA (1.00), NR2E1 (0.98), RXRA (0.97), NR4A1 (0.95), HEY1 (0.93), MEIS2 (0.92), PPARD (0.92), HES1 (0.91), NR3C1 (0.89), MITF (0.88), NR4A2 (0.88), GCM1 (0.86), RXRG (0.85), NR4A3 (0.85), MYC (0.82), MXI1 (0.80), 
PTP4A3	chr8	141392020	chr8	141311352	141312313	0.9732	
PTPN3	chr9	109498307	chr9	109419916	109420929	0.8839	RORC (0.92), NR4A3 (0.89), NR3C1 (0.88), RORA (0.80), 
PTPN3	chr9	109498307	chr9	109497454	109498455	0.9719	
PVT1	chr8	127794532	chr8	128295978	128296948	0.9187	NR4A1 (0.91), NR4A3 (0.84), ESRRB (0.84), ESRRG (0.82), NR4A2 (0.82), RORC (0.81), ESRRA (0.81), TEAD1 (0.81), 
RAB11FIP3	chr16	425648	chr16	627193	628045	0.9959	
RAB11FIP3	chr16	425648	chr16	645595	646504	0.9933	ATOH1 (0.81), PPARD (0.80), 
RAB40C	chr16	589356	chr16	627193	628045	0.9076	
RAB7A	chr3	128726182	chr3	128793361	128794337	0.8626	NR2E1 (1.00), NR4A1 (1.00), NR4A3 (0.97), RXRA (0.95), NR3C1 (0.89), ESRRA (0.85), 
RBM20	chr10	110644335	chr10	110708820	110709771	0.8939	NR1I3 (1.00), ZIC3 (1.00), TCF7L2 (1.00), NR4A2 (0.99), GLI1 (0.96), RORC (0.89), SNAI2 (0.82), 
RELL1	chr4	37686376	chr4	37628637	37629621	0.8828	FOSL1 (0.93), BACH2 (0.92), JUNB (0.90), NR1I3 (0.89), NR4A2 (0.87), JUN (0.86), RARG (0.85), FOSB (0.83), NR4A1 (0.82), 
RFTN1	chr3	16513699	chr3	16370641	16371605	0.9995	HNF4G (0.92), NR4A2 (0.91), ESRRG (0.88), RORC (0.86), NR4A1 (0.86), KLF3 (0.86), NR2F1 (0.85), RXRA (0.81), 
RFTN1	chr3	16513699	chr3	16513134	16514145	0.9995	NR2C1 (0.86), MYC (0.85), 
RHEB	chr7	151519895	chr7	151517825	151518589	0.8743	MEIS1 (0.95), HES1 (0.92), ZNF784 (0.80), 
RHEB	chr7	151519895	chr7	151717183	151718085	0.8575	KLF3 (1.00), PPARA (1.00), TEAD1 (0.99), JDP2 (0.99), ZNF784 (0.99), NR4A3 (0.98), ESRRG (0.98), NR5A2 (0.92), ATOH1 (0.91), ESRRA (0.85), ESRRB (0.82), NR4A1 (0.81), 
RHEB	chr7	151519895	chr7	151736059	151736999	0.8887	MEIS1 (0.89), 
RHEB	chr7	151519895	chr7	151753843	151754801	0.8919	JUNB (0.82), 
RNF114	chr20	49936396	chr20	49677842	49678914	0.8009	SMARCC1 (0.93), FOSL2 (0.92), JUND (0.86), MEIS2 (0.85), RORA (0.82), ESRRG (0.82), NR5A2 (0.81), HES1 (0.81), 
RNF130	chr5	180071759	chr5	179875809	179876819	0.8763	RORC (0.99), ZIC1 (0.97), MXI1 (0.97), NR1H3 (0.92), ESR1 (0.90), RORA (0.88), NR3C1 (0.88), ATOH1 (0.83), 
RNF149	chr2	101308701	chr2	101108131	101109073	0.834	
RP9	chr7	33109404	chr7	32937368	32938342	0.8598	FOSL2 (0.96), RARA (0.93), NR4A2 (0.86), ESRRG (0.85), HLTF (0.81), 
RPL31	chr2	101002228	chr2	101108131	101109073	0.9669	
RPTOR	chr17	80544837	chr17	80648864	80649768	0.857	
RPTOR	chr17	80544837	chr17	80958853	80960157	0.8609	FOS (0.93), RARA (0.84), ZKSCAN4 (0.83), ESR1 (0.80), 
RTN4RL1	chr17	2025334	chr17	1769077	1769940	0.9498	ESRRG (0.91), NR4A3 (0.91), NR2F1 (0.90), RORC (0.88), ESRRA (0.86), PPARD (0.84), 
RTN4RL1	chr17	2025334	chr17	1773321	1774418	0.86	MYOD1 (0.92), NR1I3 (0.87), PGR (0.84), 
SEC31B	chr10	100519861	chr10	100370604	100371741	0.8496	RARA (1.00), FOSL2 (1.00), NR1I2 (1.00), KLF3 (1.00), BACH1 (0.99), RORC (0.99), MEIS1 (0.99), MAF (0.97), SMARCC1 (0.97), NR1I3 (0.97), FOSB (0.97), ATF3 (0.96), BACH2 (0.92), NR4A3 (0.92), HLTF (0.88), JUNB (0.81), 
SEMA4D	chr9	89498113	chr9	89608603	89609219	0.8722	ESRRA (0.99), MITF (0.98), NR4A3 (0.94), ESRRB (0.93), KLF3 (0.91), ESRRG (0.91), TEAD1 (0.86), NR2F1 (0.82), 
SEMA4D	chr9	89498113	chr9	89609288	89610048	0.8671	HES1 (0.90), NR1I3 (0.85), BACH1 (0.84), 
SEMA4D	chr9	89498113	chr9	89621472	89622393	0.8396	TCF7L2 (0.96), TEAD1 (0.82), 
SEMA6A	chr5	116574823	chr5	116395321	116396251	0.859	NR2F6 (0.89), 
SEMA6A-AS1	chr5	116447497	chr5	116395321	116396251	0.8337	NR2F6 (0.89), 
SGPL1	chr10	70815947	chr10	70478124	70479089	0.8522	MXI1 (0.90), HEY1 (0.89), CREB3L2 (0.87), ZNF691 (0.83), 
SH2B3	chr12	111405922	chr12	111409429	111411016	0.9278	MYC (1.00), BACH2 (0.98), JUN (0.97), JUNB (0.97), FOSL2 (0.97), HNF4A (0.92), ESR2 (0.88), SMARCC1 (0.88), FOSB (0.87), 
SH2B3	chr12	111405922	chr12	111413454	111414444	0.8832	BACH2 (1.00), FOSL2 (1.00), NR4A2 (1.00), JUNB (1.00), JUN (1.00), HES1 (1.00), GCM1 (0.99), NR4A1 (0.99), FOSB (0.99), JUND (0.99), ESR2 (0.99), SMARCC1 (0.98), ESRRA (0.98), ESRRG (0.98), KLF3 (0.98), TGIF2 (0.98), FOSL1 (0.98), BACH1 (0.96), MTF1 (0.95), ESR1 (0.95), JDP2 (0.94), ESRRB (0.91), 
SH3BP5	chr3	15341380	chr3	15314701	15315654	0.876	NR1I2 (0.99), NR1I3 (0.96), NR4A3 (0.91), 
SH3BP5	chr3	15341380	chr3	15319246	15320180	0.869	NR4A3 (1.00), ESRRA (1.00), NR4A2 (1.00), RORA (0.99), PPARA (0.99), TGIF2 (0.99), NR4A1 (0.99), ATOH1 (0.95), RORC (0.93), PPARD (0.87), NR1I2 (0.83), 
SLC16A1	chr1	112956196	chr1	112982764	112983731	0.9366	NR4A3 (0.88), TEAD1 (0.84), ESRRA (0.83), ESRRG (0.82), 
SLC16A1	chr1	112956196	chr1	112992505	112993467	0.8647	ZKSCAN3 (0.94), TCF7L2 (0.89), JUN (0.87), ZKSCAN4 (0.83), 
SLC16A1	chr1	112956196	chr1	112995622	112996555	0.891	BACH2 (0.96), RARA (0.95), NR4A3 (0.94), JUN (0.90), BACH1 (0.88), 
SLC16A1	chr1	112956196	chr1	113000316	113001259	0.8726	TP73 (1.00), SNAI2 (0.98), MITF (0.92), 
SLC16A1	chr1	112956196	chr1	113026712	113027651	0.8716	NR1I2 (1.00), NR2F6 (0.99), NR5A2 (0.99), RXRB (0.97), NR2F2 (0.94), ESRRG (0.93), NR1I3 (0.92), TCF7L2 (0.88), RXRA (0.87), PPARD (0.84), RORB (0.80), 
SLC16A1-AS1	chr1	112956414	chr1	112982764	112983731	0.9009	NR4A3 (0.88), TEAD1 (0.84), ESRRA (0.83), ESRRG (0.82), 
SLC16A1-AS1	chr1	112956414	chr1	112992505	112993467	0.8683	ZKSCAN3 (0.94), TCF7L2 (0.89), JUN (0.87), ZKSCAN4 (0.83), 
SLC16A1-AS1	chr1	112956414	chr1	112995622	112996555	0.8748	BACH2 (0.96), RARA (0.95), NR4A3 (0.94), JUN (0.90), BACH1 (0.88), 
SLC16A1-AS1	chr1	112956414	chr1	113000316	113001259	0.8694	TP73 (1.00), SNAI2 (0.98), MITF (0.92), 
SLC16A1-AS1	chr1	112956414	chr1	113026712	113027651	0.8688	NR1I2 (1.00), NR2F6 (0.99), NR5A2 (0.99), RXRB (0.97), NR2F2 (0.94), ESRRG (0.93), NR1I3 (0.92), TCF7L2 (0.88), RXRA (0.87), PPARD (0.84), RORB (0.80), 
SLC25A30	chr13	45418455	chr13	45414200	45415257	0.9796	NR2E1 (0.95), MEIS1 (0.87), TEAD1 (0.82), HES1 (0.80), 
SLC25A30	chr13	45418455	chr13	45433043	45433999	0.8858	RORC (1.00), NR4A2 (0.99), RXRA (0.99), NR3C1 (0.98), 
SLC25A51	chr9	37904353	chr9	37574522	37575440	0.8948	BACH1 (0.82), 
SLC38A1	chr12	46269043	chr12	46268635	46269661	0.9999	MITF (0.90), TFEB (0.90), TEAD1 (0.89), PPARA (0.83), 
SLC38A7	chr16	58684770	chr16	58704949	58705850	0.8243	MITF (0.95), KLF8 (0.91), TFEB (0.90), RARA (0.88), NR4A1 (0.85), RORA (0.85), ESRRG (0.80), 
SLC38A7	chr16	58684770	chr16	58732521	58733646	0.8892	RORC (0.91), ESRRG (0.90), ESRRA (0.89), SMARCC1 (0.89), ESR1 (0.86), NR4A3 (0.86), ESR2 (0.85), KLF3 (0.83), BACH1 (0.82), 
SLC41A1	chr1	205813198	chr1	205914570	205915414	0.9144	PPARA (0.99), ZNF219 (0.97), ATOH1 (0.96), MYC (0.94), MITF (0.87), ESR1 (0.87), PPARD (0.86), TEAD1 (0.84), 
SLC41A1	chr1	205813198	chr1	205918697	205919653	0.9278	
SLC9A2	chr2	102619552	chr2	102770219	102771779	0.9232	
SMAP1	chr6	70667882	chr6	70684584	70685523	0.8504	ZKSCAN4 (1.00), ZKSCAN3 (0.99), KLF3 (0.94), 
SMIM12	chr1	34859749	chr1	34865910	34866880	0.8869	ESR2 (0.96), NR4A1 (0.91), ESRRB (0.91), NR2E1 (0.90), MAF (0.88), NR3C1 (0.88), ESRRA (0.85), ESRRG (0.84), HES1 (0.82), 
SNN	chr16	11668454	chr16	11673012	11673971	0.9971	RARA (0.90), ESR2 (0.85), RORA (0.85), 
SNN	chr16	11668454	chr16	11675297	11676231	0.8826	SMARCC1 (0.97), FOSL2 (0.96), NR4A2 (0.93), FOSL1 (0.90), BACH1 (0.89), JUN (0.86), JDP2 (0.85), NR4A3 (0.83), RXRG (0.82), 
SNN	chr16	11668454	chr16	11706062	11707024	0.8873	MEIS2 (0.99), HLTF (0.91), PPARG (0.91), TEAD1 (0.84), BACH2 (0.84), RXRB (0.84), HES1 (0.84), NR3C1 (0.80), 
SOCS7	chr17	38351843	chr17	38255781	38256633	0.9142	MEIS1 (0.96), KLF3 (0.89), SMARCC1 (0.86), TEAD1 (0.85), NR2F2 (0.83), NR2C1 (0.82), 
SOCS7	chr17	38351843	chr17	38352843	38353759	0.9075	MEIS1 (1.00), HES1 (1.00), SNAI2 (0.98), MAF (0.97), MYOD1 (0.89), 
SOCS7	chr17	38351843	chr17	38358641	38359598	0.8842	RORC (1.00), RXRA (1.00), RORA (1.00), PPARD (1.00), TEAD1 (1.00), ATOH1 (0.99), PPARA (0.97), HNF4G (0.97), NR2F6 (0.93), NR6A1 (0.92), RXRG (0.86), NR1H2 (0.85), 
SPIRE1	chr18	12658107	chr18	12656786	12657550	0.9962	
SREBF2	chr22	41833104	chr22	41891168	41892090	0.9251	NR4A2 (0.82), NR1I3 (0.81), NR3C1 (0.81), 
SREBF2	chr22	41833104	chr22	41899834	41900734	0.8541	NR2F6 (0.91), MAF (0.88), RARA (0.87), ZIC3 (0.87), HLTF (0.86), MXI1 (0.84), 
SS18L1	chr20	62143768	chr20	62117360	62118212	0.8085	NR1I2 (0.93), NR1I3 (0.92), ZIC3 (0.91), PPARD (0.89), HES1 (0.88), TFEB (0.85), MITF (0.84), MEIS1 (0.82), 
STAT1	chr2	191014250	chr2	190881560	190882319	0.8827	NPAS2 (0.97), HEY1 (0.90), TFEB (0.86), JUN (0.85), NR4A2 (0.84), TFCP2 (0.81), TP73 (0.81), 
STAT3	chr17	42388495	chr17	42409204	42410124	0.9271	BACH2 (0.95), JUNB (0.95), JUN (0.91), FOS (0.91), NR4A3 (0.89), FOSL2 (0.87), JUND (0.83), NR2F2 (0.83), 
STK24	chr13	98577151	chr13	98503168	98504167	0.8555	MAF (0.99), PPARA (0.97), NR2F6 (0.95), NR4A3 (0.95), ESRRG (0.94), ESRRA (0.91), NR4A2 (0.90), NR2C1 (0.90), RORC (0.89), PPARD (0.88), RXRA (0.88), ESRRB (0.82), 
STK35	chr20	2101826	chr20	2109133	2110117	0.8709	PPARA (0.92), NR4A2 (0.88), NR1I3 (0.88), NR4A3 (0.86), 
SVIL	chr10	29736936	chr10	29784036	29785007	0.8678	NR2C1 (0.88), FOSL1 (0.85), NR1I2 (0.83), JUN (0.81), 
TACC2	chr10	121989162	chr10	121988222	121989232	0.8246	ESRRB (0.99), BACH1 (0.98), NR4A1 (0.98), JDP2 (0.97), FOSL1 (0.97), MITF (0.95), ZNF219 (0.95), TFEB (0.92), JUNB (0.91), ESRRA (0.90), TEAD1 (0.88), RARB (0.88), JUN (0.86), BACH2 (0.84), 
TANGO2	chr22	20016999	chr22	20021741	20022507	0.9894	ESRRB (0.96), RXRG (0.95), RXRA (0.94), ESR1 (0.93), ESR2 (0.93), NR5A1 (0.87), NR4A3 (0.85), ESRRA (0.83), MITF (0.83), 
TBC1D1	chr4	37891083	chr4	37628637	37629621	0.9186	FOSL1 (0.93), BACH2 (0.92), JUNB (0.90), NR1I3 (0.89), NR4A2 (0.87), JUN (0.86), RARG (0.85), FOSB (0.83), NR4A1 (0.82), 
TBC1D14	chr4	6909443	chr4	6875145	6876100	0.8656	
TBC1D14	chr4	6909443	chr4	7002880	7003867	0.9062	ATOH1 (0.92), RHOXF1 (0.83), HES1 (0.81), 
TCF7L2	chr10	112950246	chr10	113027831	113028830	0.877	NR4A3 (0.99), NR2F1 (0.99), NR1H2 (0.98), NR2C1 (0.98), NR4A1 (0.95), RXRA (0.94), HNF4G (0.93), PPARD (0.92), NR4A2 (0.91), NR2E1 (0.82), 
TCHP	chr12	109900273	chr12	109927794	109928760	0.8868	NR1I3 (0.96), CREB3L1 (0.95), RARB (0.93), 
TECPR2	chr14	102362940	chr14	102442171	102443252	0.8822	NR4A1 (1.00), MEIS1 (0.99), NR2E1 (0.98), RXRA (0.97), NR4A3 (0.94), PPARD (0.93), ESRRA (0.90), NR2C1 (0.88), RXRG (0.88), ESRRG (0.85), ZNF219 (0.85), NR2F1 (0.83), 
TFRC	chr3	196082090	chr3	196179321	196180318	0.8481	BACH1 (0.98), JDP2 (0.95), JUN (0.94), SMARCC1 (0.92), TCF7L2 (0.91), FOSL1 (0.90), FOSL2 (0.89), JUNB (0.88), BACH2 (0.87), ATOH1 (0.81), 
TMEM11	chr17	21214161	chr17	21021116	21022179	0.8944	NR2C1 (0.92), ESRRB (0.91), USF2 (0.86), 
TMEM11	chr17	21214161	chr17	21041661	21042464	0.8582	
TMEM11	chr17	21214161	chr17	21165768	21166756	0.9328	RARA (0.88), RORA (0.82), MEIS1 (0.81), TEAD1 (0.81), 
TMEM182	chr2	102736934	chr2	102770219	102771779	0.8687	
TNIP1	chr5	151087685	chr5	151051501	151052436	0.8502	NPAS2 (0.98), TFCP2 (0.96), CREB3L2 (0.96), MXI1 (0.91), RXRB (0.91), NR2F6 (0.90), ZIC3 (0.88), ZNF784 (0.85), HEY1 (0.85), NR1I3 (0.85), NR1I2 (0.83), RXRA (0.81), HLTF (0.80), 
TNIP1	chr5	151087685	chr5	151099793	151100751	0.9372	
TNIP1	chr5	151087685	chr5	151121542	151122498	0.8101	JUNB (0.89), MITF (0.86), NR4A3 (0.85), 
TNS3	chr7	47582111	chr7	47314904	47315841	0.9618	HEY1 (0.86), TCF7L2 (0.80), 
TNS3	chr7	47582111	chr7	47327673	47328675	0.941	MEIS2 (0.96), KLF3 (0.93), HES1 (0.83), NR2E1 (0.81), PPARD (0.81), 
TP53INP2	chr20	34704343	chr20	34627294	34628236	0.9745	JDP2 (0.84), JUN (0.84), NR4A2 (0.83), 
TRAK1	chr3	42087199	chr3	42013200	42014121	0.9784	
TRAK1	chr3	42087199	chr3	42114947	42115875	0.9839	
TRAK1	chr3	42087199	chr3	42121908	42122870	0.8511	ESRRA (0.99), ESRRB (0.99), NR2E1 (0.98), TFCP2L1 (0.97), NR4A1 (0.96), ESRRG (0.90), 
TRAP1	chr16	3717524	chr16	3745705	3746694	0.855	MYC (1.00), MYOD1 (1.00), ESR1 (0.99), FOSL1 (0.99), NR2E1 (0.99), RARA (0.98), ZNF691 (0.98), ESR2 (0.97), MXI1 (0.96), NR4A3 (0.96), FOSB (0.95), BACH2 (0.93), CREB3L2 (0.93), MYF5 (0.92), PGR (0.90), TEAD1 (0.84), ZIC1 (0.82), MITF (0.82), NR4A2 (0.81), 
TRIM25	chr17	56914049	chr17	56911982	56912899	0.938	OSR1 (1.00), RARA (1.00), NR4A1 (0.99), NR4A2 (0.98), ESRRG (0.98), HNF4G (0.95), NR2F2 (0.95), NR4A3 (0.93), HNF4A (0.92), GLI1 (0.89), RORB (0.84), ESR1 (0.81), NR6A1 (0.81), 
TRIM25	chr17	56914049	chr17	57096463	57097267	0.9464	ESR2 (0.91), RXRA (0.88), NR4A3 (0.86), NR3C1 (0.84), NR4A2 (0.83), PPARG (0.82), 
TTC38	chr22	46268007	chr22	46027043	46028011	0.9084	NR2F6 (0.85), 
UGP2	chr2	63840968	chr2	63710408	63711341	0.9447	BACH1 (0.84), HES1 (0.83), JDP2 (0.81), 
UGP2	chr2	63840968	chr2	63742995	63743924	0.9477	
UGP2	chr2	63840968	chr2	63841402	63842089	0.9714	RARA (0.87), 
UNC13B	chr9	35162008	chr9	35517298	35518309	0.883	ESR2 (0.98), PPARG (0.97), ESR1 (0.94), TCF7L2 (0.91), RHOXF1 (0.87), 
USP36	chr17	78840527	chr17	78734676	78735588	0.8489	RXRA (1.00), ZNF784 (1.00), NR1H3 (0.99), RXRG (0.98), NR4A2 (0.93), 
VAC14	chr16	70801158	chr16	70493757	70494690	0.8404	NFE2 (1.00), MAF (0.99), BACH2 (0.98), ZIC3 (0.97), TCF7L2 (0.88), NR4A2 (0.85), BACH1 (0.81), 
VEGFA	chr6	43770208	chr6	43696286	43697152	0.9579	NR4A1 (0.90), HES1 (0.86), NR3C1 (0.83), ESR1 (0.81), 
VEGFA	chr6	43770208	chr6	43698338	43699320	0.9681	ATOH1 (0.91), HNF4G (0.85), NR4A3 (0.84), 
VEGFA	chr6	43770208	chr6	43774612	43775464	0.9362	PPARG (0.92), RARA (0.86), TFCP2 (0.80), 
VEGFA	chr6	43770208	chr6	43786602	43788127	0.8892	HEY1 (0.99), NR1H4 (0.98), MXI1 (0.91), GLI1 (0.89), TFEB (0.86), RORC (0.85), ZNF691 (0.83), MYC (0.83), PPARD (0.81), 
VEGFA	chr6	43770208	chr6	43798557	43799502	0.807	JDP2 (0.96), SMARCC1 (0.94), RXRA (0.88), FOSL1 (0.88), FOSB (0.83), BACH1 (0.83), KLF3 (0.83), FOS (0.82), TFEB (0.81), ZIC3 (0.80), 
VEGFA	chr6	43770208	chr6	44002299	44003283	0.8755	HEY1 (1.00), ZIC3 (1.00), FOSL1 (0.99), FOSB (0.99), MXI1 (0.99), TCF7L2 (0.98), MYC (0.98), CREB3L2 (0.97), SMARCC1 (0.95), NPAS2 (0.95), 
VEGFA	chr6	43770208	chr6	44004917	44005885	0.88	RARA (1.00), ZIC3 (0.99), ESR2 (0.99), NR4A3 (0.97), ESR1 (0.96), NR4A2 (0.93), ESRRA (0.93), TEAD1 (0.89), ATOH1 (0.89), ESRRB (0.88), NR3C1 (0.88), NR4A1 (0.86), SNAI2 (0.84), 
VGLL2	chr6	117265557	chr6	117267834	117268798	0.8935	NR2F6 (0.96), TFCP2 (0.94), NR2E1 (0.86), RXRA (0.81), 
VGLL2	chr6	117265557	chr6	117328187	117329075	0.91	RXRA (0.95), RORC (0.94), RORA (0.92), PPARD (0.92), RXRG (0.86), NR4A2 (0.82), 
WDR60	chr7	158839244	chr7	158863470	158864428	0.8693	BACH1 (0.95), NR2C1 (0.94), MEIS2 (0.94), ATF3 (0.93), NR1I2 (0.93), TEAD1 (0.90), KLF3 (0.90), PPARD (0.85), NR3C1 (0.85), TGIF2 (0.83), 
ZBTB43	chr9	126805005	chr9	126805590	126806468	0.896	RXRG (0.92), MEIS1 (0.91), MAF (0.90), BACH1 (0.89), SMARCC1 (0.85), FOSL1 (0.84), RXRA (0.81), 
ZCCHC17	chr1	31296981	chr1	31361651	31362638	0.8804	NR2E1 (0.98), TCF7L2 (0.91), MYOD1 (0.89), 
ZCCHC9	chr5	81301582	chr5	81234876	81235885	0.9649	NPAS2 (0.97), CREB3L2 (0.93), MXI1 (0.91), SMARCC1 (0.90), MYC (0.89), TCF7L2 (0.88), PPARG (0.88), FOSL1 (0.87), ESR2 (0.83), MEIS1 (0.82), NR3C1 (0.80), 
ZEB2	chr2	144520119	chr2	144099643	144100607	0.8722	NPAS2 (0.98), NFE2 (0.92), ESRRB (0.90), BACH1 (0.88), JDP2 (0.85), SMARCC1 (0.80), TEAD1 (0.80), 
ZNF532	chr18	58862923	chr18	58998389	58999383	0.8702	ESR2 (0.98), NR4A3 (0.81), 
