Gene_symbol	Gene_chr	Gene_TSS	Peak_chr	Peak_start	Peak_end	Looping_prob	TFs(binding prob)
FARP1	chr13	98142588	chr13	98171884	98172856	0.9385	KLF3 (0.86), 
FARP1	chr13	98142588	chr13	98173405	98174247	0.8859	RORC (1.00), ESRRG (1.00), PPARD (1.00), NR4A2 (1.00), TEAD1 (1.00), MITF (1.00), TCF7L2 (1.00), TFCP2 (1.00), RORA (1.00), ESRRB (0.99), NR4A3 (0.99), NR2F1 (0.98), RORB (0.98), ESRRA (0.97), NR4A1 (0.95), NR1I3 (0.93), NR5A2 (0.89), ESR1 (0.83), 
FARP1	chr13	98142588	chr13	98503168	98504167	0.8937	MAF (0.98), PPARA (0.95), NR4A3 (0.94), NR2F6 (0.94), ESRRG (0.94), PPARD (0.90), NR4A2 (0.90), RORC (0.90), ESRRA (0.89), RXRA (0.89), NR2C1 (0.85), 
FLCN	chr17	17237168	chr17	17682338	17683365	0.9133	NR5A2 (0.92), NR4A2 (0.91), ESRRG (0.89), TCF7L2 (0.81), 
FN3K	chr17	82735614	chr17	82888657	82889614	0.8724	MXI1 (0.96), NR4A2 (0.96), TCF7L2 (0.94), TFCP2 (0.92), KLF3 (0.91), HEY1 (0.91), TFEB (0.90), NR4A3 (0.87), PPARG (0.84), ZNF219 (0.83), 
FNBP1L	chr1	93448117	chr1	93553836	93554701	0.8878	NR2F6 (0.95), NR3C1 (0.85), RXRA (0.82), 
GALNT18	chr11	11622005	chr11	11532354	11533284	0.9882	NR4A2 (0.91), RARA (0.91), TGIF2 (0.90), NR4A3 (0.88), NR4A1 (0.86), CREB3L1 (0.84), 
GAPDH	chr12	6534516	chr12	6452229	6452893	0.8689	TCF7L2 (0.96), NR4A3 (0.94), ESRRA (0.89), NR4A1 (0.86), MYOD1 (0.82), ESRRG (0.81), RARG (0.81), 
GAPDH	chr12	6534516	chr12	6541293	6542158	0.8823	
GAPDH	chr12	6534516	chr12	6869252	6870140	0.8795	
GBA2	chr9	35749228	chr9	35517298	35518309	0.8668	ESR2 (0.97), ESR1 (0.94), TCF7L2 (0.93), PPARG (0.89), RHOXF1 (0.81), 
GEN1	chr2	17753868	chr2	17915613	17916546	0.873	NR4A2 (0.97), TEAD1 (0.94), KLF3 (0.94), NR4A3 (0.92), TP73 (0.91), NR1I2 (0.91), NR4A1 (0.86), NR2C1 (0.82), 
GIT2	chr12	109996368	chr12	109927794	109928760	0.8711	RARB (0.93), NR1I3 (0.89), CREB3L1 (0.84), 
GOLGA4	chr3	37243270	chr3	37243909	37244778	0.9359	
GOT1	chr10	99430624	chr10	99392220	99393162	0.9204	KLF3 (0.91), MTF1 (0.86), TEAD1 (0.85), 
GOT1	chr10	99430624	chr10	99433070	99434002	0.9681	
GOT2	chr16	58734316	chr16	58704949	58705850	0.872	MITF (0.95), KLF8 (0.93), TFEB (0.90), RORA (0.85), RARA (0.83), NR4A1 (0.83), RORC (0.80), ESRRG (0.80), 
GOT2	chr16	58734316	chr16	58732521	58733646	0.8761	RORC (0.93), ESRRG (0.90), ESRRA (0.87), ESR1 (0.86), SMARCC1 (0.86), NR4A3 (0.85), KLF3 (0.84), BACH1 (0.83), ESR2 (0.83), 
GOT2	chr16	58734316	chr16	58733782	58734645	0.9631	
GPR157	chr1	9129102	chr1	9127152	9128031	0.9068	KLF3 (0.93), RARA (0.91), TEAD1 (0.89), NR4A2 (0.88), ESRRB (0.83), RORA (0.81), NR4A1 (0.81), ZKSCAN4 (0.81), 
HADHB	chr2	26244747	chr2	26251545	26252484	0.9386	NR4A2 (0.96), ESRRG (0.91), MEIS2 (0.88), 
HDAC5	chr17	44123641	chr17	43774642	43775628	0.9129	ESRRB (0.84), PPARD (0.80), 
HDGFL3	chr15	83207823	chr15	82942448	82943381	0.9035	RORC (0.93), FOSL1 (0.86), MITF (0.82), 
HHATL	chr3	42702798	chr3	42729461	42730412	0.8835	MITF (0.98), ATOH1 (0.95), TCF7L2 (0.94), TFEB (0.83), 
HMGN2	chr1	26472439	chr1	26061452	26062257	0.8721	ESRRG (0.90), NR2C1 (0.86), NR2F1 (0.86), NR4A3 (0.85), ESRRA (0.84), NR1I3 (0.83), PPARD (0.82), 
HMGN2	chr1	26472439	chr1	26224812	26225856	0.8023	PPARG (0.80), 
HOMER1	chr5	79514134	chr5	79691092	79691837	0.8154	MAF (0.98), NR2C1 (0.93), NR4A3 (0.92), NR2F1 (0.91), NR1I3 (0.81), 
HOMER1	chr5	79514134	chr5	79809489	79810414	0.8726	RORC (0.99), RARA (0.98), PPARD (0.91), NR4A3 (0.90), NR4A2 (0.89), MEIS1 (0.88), RORA (0.80), 
HOMER1	chr5	79514134	chr5	79837602	79838757	0.8543	TCF7L2 (0.98), PPARA (0.97), ESRRG (0.97), NR4A3 (0.96), ZNF691 (0.92), ESRRA (0.92), KLF3 (0.84), NR4A1 (0.84), PPARG (0.84), 
HOOK2	chr19	12775552	chr19	12788275	12789092	0.8611	RARA (0.96), ESR2 (0.92), PPARA (0.86), PPARG (0.86), 
HSP90AA1	chr14	102139749	chr14	102442171	102443252	0.8253	NR4A1 (0.99), MEIS1 (0.97), RXRA (0.97), PPARD (0.95), NR4A3 (0.94), NR2E1 (0.91), ESRRA (0.87), ESRRG (0.86), RXRG (0.86), ZNF219 (0.85), NR2C1 (0.83), NR2F1 (0.83), 
HSPA1A	chr6	31815542	chr6	31819369	31820087	0.8368	NR2C1 (0.93), 
IAH1	chr2	9474550	chr2	9310090	9310958	0.8625	NR4A2 (0.98), RARA (0.98), RXRA (0.96), KLF3 (0.95), PPARD (0.92), NR4A1 (0.91), ZKSCAN4 (0.90), NR2C1 (0.88), MEIS1 (0.86), NR2F6 (0.86), NR4A3 (0.84), RXRB (0.83), 
IAH1	chr2	9474550	chr2	9311322	9312198	0.8757	NR4A2 (0.93), FOSL2 (0.91), JDP2 (0.90), SMARCC1 (0.89), FOSB (0.81), 
IAH1	chr2	9474550	chr2	9474195	9475166	0.8965	PPARG (0.81), 
IBTK	chr6	82247744	chr6	81749202	81750225	0.8583	TCF7L2 (0.97), NR4A3 (0.97), MEIS1 (0.96), PPARD (0.92), NR3C1 (0.86), TGIF2 (0.81), 
IDI1	chr10	1056704	chr10	624706	625740	0.8764	NR2E1 (0.91), PPARD (0.90), NR3C1 (0.88), BACH2 (0.84), JUN (0.83), HES1 (0.83), SMARCC1 (0.81), 
IDI2-AS1	chr10	1022636	chr10	624706	625740	0.8874	NR2E1 (0.91), PPARD (0.90), NR3C1 (0.88), BACH2 (0.84), JUN (0.83), HES1 (0.83), SMARCC1 (0.81), 
IGF2R	chr6	159969098	chr6	160328140	160329116	0.868	NR4A1 (0.99), ESRRB (0.99), PPARD (0.98), ESRRG (0.95), NR6A1 (0.94), ESRRA (0.93), NR3C1 (0.91), HLTF (0.91), 
IP6K1	chr3	49786542	chr3	50267056	50267997	0.9067	
IQCH	chr15	67254785	chr15	66883118	66884071	0.8126	ZIC3 (0.80), 
ITGB1BP1	chr2	9423569	chr2	9310090	9310958	0.8614	NR4A2 (0.98), RARA (0.98), RXRA (0.96), KLF3 (0.95), PPARD (0.92), NR4A1 (0.91), ZKSCAN4 (0.90), NR2C1 (0.88), MEIS1 (0.86), NR2F6 (0.86), NR4A3 (0.84), RXRB (0.83), 
ITGB1BP1	chr2	9423569	chr2	9311322	9312198	0.8875	NR4A2 (0.93), FOSL2 (0.91), JDP2 (0.90), SMARCC1 (0.89), FOSB (0.81), 
ITGB1BP1	chr2	9423569	chr2	9474195	9475166	0.9423	PPARG (0.81), 
KIF16B	chr20	16573448	chr20	16540973	16541899	0.8636	NR2F1 (0.87), 
KLHL22	chr22	20495795	chr22	20021741	20022507	0.8642	ESRRB (0.95), RXRA (0.94), RXRG (0.94), ESR1 (0.93), ESR2 (0.92), NR4A3 (0.85), NR5A1 (0.85), MITF (0.84), ESRRA (0.82), 
KRBA2	chr17	8376704	chr17	8362322	8363392	0.8211	ESR2 (0.99), MXI1 (0.98), RARA (0.95), TFCP2L1 (0.92), TP73 (0.83), 
KSR1	chr17	27456447	chr17	27593258	27594384	0.9416	TGIF2 (0.97), GLI1 (0.95), MYOD1 (0.93), NR2E1 (0.89), TEAD1 (0.88), NR1I3 (0.88), NR1I2 (0.83), ESRRG (0.81), 
LANCL2	chr7	55365447	chr7	55439890	55440897	0.8382	RORC (1.00), RORA (0.99), ESRRG (0.99), SMARCC1 (0.99), ESRRB (0.99), NR3C1 (0.97), ESRRA (0.97), ESR2 (0.95), ESR1 (0.95), PPARG (0.94), PPARA (0.90), NR4A1 (0.89), 
LARGE1	chr22	33922888	chr22	33883676	33884803	0.8687	RORC (0.98), RORA (0.98), FOSB (0.97), MEIS1 (0.97), JUN (0.96), FOSL2 (0.95), JDP2 (0.94), SMARCC1 (0.94), BACH2 (0.94), BACH1 (0.93), SNAI2 (0.93), JUNB (0.91), ESRRA (0.91), FOSL1 (0.91), HNF4A (0.89), 
LIMD1	chr3	45594750	chr3	45604762	45605720	0.8664	JDP2 (0.92), NR3C1 (0.90), KLF8 (0.90), RARA (0.89), HLTF (0.86), JUN (0.84), NR2F2 (0.82), TP73 (0.81), 
LINC01968	chr3	194708420	chr3	194852798	194853771	0.9951	ESRRG (0.91), MYOD1 (0.90), ESRRB (0.81), 
LMBRD1	chr6	69797010	chr6	69734772	69735687	0.8672	
LNPEP	chr5	96936079	chr5	97061718	97062793	0.8534	CREB3L2 (0.99), NR4A2 (0.97), TCF7L2 (0.97), MXI1 (0.96), MYC (0.96), NR1I2 (0.96), NR4A3 (0.94), NR2F1 (0.94), ESR2 (0.91), RXRA (0.88), NR1I3 (0.87), NPAS2 (0.86), HNF4G (0.86), TP73 (0.82), 
LONRF3	chr0	118974613	chr0	119468814	119469704	0.9427	NR4A3 (0.83), NR4A2 (0.81), PPARA (0.80), 
LPIN1	chr2	11677543	chr2	11752964	11754888	0.9192	NR1I2 (0.93), ZIC1 (0.92), SMARCC1 (0.91), NR4A2 (0.90), NFE2 (0.89), 
LPIN1	chr2	11677543	chr2	11807097	11808095	0.9657	RARA (0.84), NR4A3 (0.81), 
LPIN1	chr2	11677543	chr2	11820969	11822061	0.9618	
LPIN1	chr2	11677543	chr2	11829673	11830652	0.8845	RARA (1.00), ATOH1 (1.00), SMARCC1 (0.98), JUN (0.94), JDP2 (0.94), FOSL1 (0.93), BACH1 (0.90), JUNB (0.90), TP73 (0.86), FOSL2 (0.83), 
LRIG2-DT	chr1	113073102	chr1	112982764	112983731	0.8787	NR4A3 (0.87), TEAD1 (0.85), ESRRG (0.82), 
LRIG2-DT	chr1	113073102	chr1	112992505	112993467	0.8484	TCF7L2 (0.90), ZKSCAN3 (0.86), JUN (0.84), 
LRIG2-DT	chr1	113073102	chr1	112995622	112996555	0.8625	NR4A3 (0.93), RARA (0.92), BACH1 (0.89), BACH2 (0.86), JUN (0.86), 
LRIG2-DT	chr1	113073102	chr1	113000316	113001259	0.8626	TP73 (1.00), MITF (0.92), SNAI2 (0.89), 
LRRC28	chr15	99251480	chr15	99454670	99455626	0.8183	RORC (0.87), FOSB (0.84), HES1 (0.83), FOSL1 (0.82), ESR2 (0.82), BACH1 (0.80), SMARCC1 (0.80), 
LRRC28	chr15	99251480	chr15	99474832	99475743	0.8695	NR2C1 (0.93), SMARCC1 (0.89), NR4A1 (0.86), 
MAEA	chr4	1289890	chr4	986630	987567	0.8773	
MAEA	chr4	1289890	chr4	1172943	1173886	0.855	RORC (0.91), NR2C1 (0.90), KLF8 (0.88), NR4A3 (0.88), ZKSCAN4 (0.87), ESR1 (0.86), 
MAN1C1	chr1	25617467	chr1	25549145	25550151	0.9311	MEIS2 (0.90), 
MAN1C1	chr1	25617467	chr1	25744148	25744665	0.9805	
MAN1C1	chr1	25617467	chr1	25786522	25787522	0.9165	MITF (0.91), JDP2 (0.91), BACH1 (0.86), 
MAN1C1	chr1	25617467	chr1	26061452	26062257	0.8933	ESRRG (0.90), NR2C1 (0.86), NR2F1 (0.86), NR4A3 (0.85), ESRRA (0.84), NR1I3 (0.83), PPARD (0.82), 
MAP2K3	chr17	21284710	chr17	21021116	21022179	0.929	NR2C1 (0.89), ESRRB (0.89), USF2 (0.81), 
MAP2K3	chr17	21284710	chr17	21041661	21042464	0.981	
MAP2K3	chr17	21284710	chr17	21165768	21166756	0.9498	RARA (0.85), TEAD1 (0.82), RORA (0.82), PPARD (0.80), 
MAP3K2	chr2	127388465	chr2	127052049	127052908	0.875	NFE2 (0.90), ATOH1 (0.86), ESR2 (0.84), 
MAP3K2	chr2	127388465	chr2	127165124	127166104	0.872	RORC (1.00), RARA (1.00), TFCP2 (0.98), ZKSCAN3 (0.97), MTF1 (0.97), MYOD1 (0.97), ZKSCAN4 (0.94), SNAI2 (0.89), MYF5 (0.86), 
MAP3K2	chr2	127388465	chr2	127170227	127171229	0.8686	CREB3L2 (1.00), ZNF784 (1.00), NR4A2 (0.99), NR4A3 (0.99), NR4A1 (0.98), RXRA (0.98), NR2F1 (0.98), HNF4A (0.95), NR6A1 (0.93), HNF4G (0.93), NR2C1 (0.91), RXRB (0.82), 
MAP4K3	chr2	39437285	chr2	39356691	39357702	0.8477	NR2F1 (0.99), RXRA (0.96), ZNF691 (0.94), MITF (0.91), 
MAP4K3	chr2	39437285	chr2	39512032	39513001	0.8526	NR4A2 (0.99), ZNF784 (0.99), TCF7L2 (0.98), RXRB (0.98), MXI1 (0.97), HNF4A (0.95), NR4A1 (0.95), JUND (0.93), PPARG (0.93), JUN (0.92), PPARA (0.91), NR4A3 (0.91), RXRA (0.90), PPARD (0.90), NR2F2 (0.88), 
MAPT-AS1	chr17	45895513	chr17	45906664	45907436	0.9804	NR4A1 (0.94), NR1I3 (0.86), 
MAPT-AS1	chr17	45895513	chr17	46039197	46040221	0.999	ESRRB (0.81), 
MCF2L2	chr3	183428269	chr3	183392089	183393067	0.8623	HNF4G (0.99), KLF3 (0.99), HES1 (0.98), NR1H3 (0.95), TFEB (0.95), ZKSCAN4 (0.94), HNF4A (0.94), ATOH1 (0.88), ZNF784 (0.87), 
MCF2L2	chr3	183428269	chr3	183447180	183448135	0.9189	ESRRB (0.85), HES1 (0.82), 
MCF2L2	chr3	183428269	chr3	183641612	183642565	0.9568	
MCRIP2	chr16	641827	chr16	645595	646504	0.8538	PPARD (0.82), 
MDH1	chr2	63588962	chr2	63710408	63711341	0.9156	BACH1 (0.84), HES1 (0.81), 
MDH1	chr2	63588962	chr2	63742995	63743924	0.9069	
MDH1	chr2	63588962	chr2	63841402	63842089	0.9267	RARA (0.82), 
MED9	chr17	17476999	chr17	17682338	17683365	0.8849	NR5A2 (0.92), NR4A2 (0.91), ESRRG (0.89), TCF7L2 (0.81), 
MED9	chr17	17476999	chr17	17770326	17771246	0.8596	ZIC3 (0.85), 
MED9	chr17	17476999	chr17	17848905	17850399	0.8583	HEY1 (0.86), ESR2 (0.81), NR3C1 (0.81), 
MFN2	chr1	11980180	chr1	11989260	11990066	0.8555	MYCN (0.93), TCF7L2 (0.87), MYC (0.86), NPAS2 (0.86), MXI1 (0.82), 
MGST3	chr1	165631233	chr1	165240181	165241052	0.8505	HNF4G (0.88), ATOH1 (0.87), NR1I3 (0.85), NR1I2 (0.83), 
MGST3	chr1	165631233	chr1	165543506	165544492	0.8308	ZIC3 (0.99), PPARA (0.96), ZNF219 (0.96), RXRB (0.96), MEIS2 (0.94), RORA (0.90), ATOH1 (0.85), GLI1 (0.81), 
MIR1-1HG	chr20	62550452	chr20	62117360	62118212	0.8705	PPARD (0.93), NR1I2 (0.88), ZIC3 (0.87), HES1 (0.87), TFEB (0.85), NR1I3 (0.84), MITF (0.83), 
MIR1-1HG	chr20	62550452	chr20	62555145	62556175	0.8674	HNF4G (0.92), PPARD (0.91), ESR1 (0.90), PPARA (0.84), MYOD1 (0.82), 
MIR3936HG	chr5	132369916	chr5	132446484	132447464	0.8887	NR4A2 (0.92), PPARD (0.85), NR3C1 (0.84), 
MOCS1	chr6	39934462	chr6	40314774	40315726	0.8953	TFCP2 (0.93), RORB (0.86), NR2F2 (0.84), ESRRG (0.82), 
MORC3	chr21	36320188	chr21	36171588	36172570	0.8567	NR4A2 (1.00), RARB (1.00), NR3C1 (1.00), KLF3 (0.99), ESRRA (0.98), HES1 (0.98), MAF (0.90), PGR (0.89), ESR2 (0.83), 
MORC3	chr21	36320188	chr21	36186698	36187536	0.8597	MEIS1 (0.88), NR2C1 (0.87), NR6A1 (0.86), 
MPC1	chr6	166382940	chr6	166381549	166382294	0.9876	
MPC2	chr1	167937072	chr1	167681191	167682186	0.8795	TP73 (0.89), 
MPHOSPH10	chr2	71130633	chr2	71455919	71456848	0.82	RARA (0.82), 
MRPS25	chr3	15065315	chr3	15314701	15315654	0.8625	NR1I2 (0.98), NR4A3 (0.91), NR1I3 (0.88), 
MRPS25	chr3	15065315	chr3	15319246	15320180	0.8692	NR4A3 (1.00), NR4A2 (1.00), ESRRA (0.99), RORA (0.99), PPARA (0.98), NR4A1 (0.98), TGIF2 (0.98), RORC (0.94), ATOH1 (0.93), PPARD (0.91), 
MRPS25	chr3	15065315	chr3	15327687	15328615	0.8442	JUND (0.86), FOSL2 (0.83), KLF3 (0.82), HES1 (0.81), 
MRPS25	chr3	15065315	chr3	15332117	15333002	0.8512	NR2F6 (0.82), 
MTCH2	chr11	47642654	chr11	48003638	48004618	0.8292	MYOD1 (0.99), NR4A1 (0.99), MYF5 (0.97), HNF4G (0.93), NR4A3 (0.93), NR2F1 (0.93), PPARD (0.93), ESRRA (0.92), RXRA (0.92), HNF4A (0.89), ATOH1 (0.86), TEAD1 (0.82), 
MTPAP	chr10	30349338	chr10	30000603	30001637	0.8647	HEY1 (1.00), RXRA (0.99), NR4A3 (0.99), KLF3 (0.98), ESR2 (0.98), MEIS1 (0.98), PPARD (0.98), NR4A2 (0.98), JUN (0.96), BACH2 (0.95), NR2C1 (0.95), HNF4G (0.93), NR2F1 (0.93), NPAS2 (0.93), NR4A1 (0.92), NR2F6 (0.85), 
MVB12B	chr9	126326828	chr9	126805590	126806468	0.8854	RXRG (0.90), MAF (0.89), BACH1 (0.89), MEIS1 (0.86), SMARCC1 (0.84), RXRA (0.81), 
NAGLU	chr17	42536240	chr17	42975348	42976255	0.8934	NPAS2 (0.96), TFEB (0.92), HES1 (0.91), NR2C1 (0.90), RORA (0.87), NR4A2 (0.84), HEY1 (0.83), 
NAMA	chr9	99375257	chr9	99261702	99262661	0.9724	ATOH1 (1.00), ZIC1 (0.99), NR2F6 (0.97), NR1H3 (0.94), NR6A1 (0.89), 
NAPA	chr19	47515063	chr19	47227729	47228725	0.8305	KLF3 (0.97), PPARG (0.94), 
NCOA3	chr20	47501886	chr20	47410687	47411699	0.8978	NR3C1 (0.84), 
NCOR2	chr12	124567612	chr12	124321968	124323033	0.8785	PPARA (0.83), TFCP2 (0.83), 
NCR3LG1	chr11	17351799	chr11	17741908	17742835	0.8825	MEIS1 (1.00), PPARD (1.00), NR2C1 (1.00), NR4A3 (1.00), ZIC3 (1.00), NR4A1 (1.00), NR4A2 (0.97), ZNF691 (0.81), 
NDRG3	chr20	36746090	chr20	36463632	36464451	0.8669	RORC (1.00), RXRA (0.99), KLF3 (0.99), RXRG (0.98), PPARD (0.98), RORA (0.97), NR4A2 (0.96), NR4A3 (0.96), NR4A1 (0.95), NR2F6 (0.92), 
NDRG3	chr20	36746090	chr20	36480498	36481354	0.8069	KLF8 (0.91), 
NDUFA8	chr9	122159779	chr9	121686628	121687637	0.8505	TCF7L2 (0.90), RARA (0.90), FOSL2 (0.85), MITF (0.85), MEIS2 (0.85), 
NDUFB6	chr9	32573184	chr9	32572721	32573630	0.9056	ZNF691 (0.81), 
NINJ2	chr12	663445	chr12	232943	233937	0.9999	GCM1 (0.98), HLTF (0.87), 
NMRK2	chr19	3933102	chr19	3963364	3964283	0.9234	MITF (0.90), PPARD (0.86), NR4A3 (0.82), NR1H2 (0.81), HES1 (0.81), 
NNAT	chr20	37521249	chr20	37097540	37098470	0.8085	
NPHP1	chr2	110205013	chr2	109719622	109720574	0.8391	MITF (0.99), RARA (0.97), RORC (0.96), PPARD (0.95), GLIS1 (0.92), ZKSCAN4 (0.90), TGIF2 (0.84), 
NRP1	chr10	33334905	chr10	33272885	33273955	0.9486	RXRB (0.94), HNF4A (0.92), NR2F2 (0.92), RARB (0.89), HNF4G (0.88), NR4A3 (0.85), TEAD1 (0.84), PPARA (0.83), NR2F1 (0.83), 
NRP1	chr10	33334905	chr10	33332033	33332951	0.8712	RORB (1.00), PPARA (1.00), NR2E1 (0.99), RORA (0.99), RORC (0.97), 
NRP1	chr10	33334905	chr10	33336018	33336709	0.8948	NR4A2 (0.99), NR4A1 (0.99), RXRA (0.97), NR4A3 (0.97), HNF4A (0.92), NR2F1 (0.84), 
NRP1	chr10	33334905	chr10	33336747	33337730	0.9111	TCF7L2 (0.99), PPARD (0.99), ZKSCAN4 (0.98), NR3C1 (0.93), ZKSCAN3 (0.91), GLIS1 (0.89), 
NRP1	chr10	33334905	chr10	33808162	33809043	0.8934	TCF7L2 (0.97), SMARCC1 (0.96), NPAS2 (0.94), FOSL2 (0.93), CREB3L2 (0.92), BACH2 (0.92), FOSB (0.90), NR1I3 (0.89), JUN (0.89), MXI1 (0.87), PPARD (0.86), FOSL1 (0.85), MYC (0.84), KLF3 (0.82), 
NUDCD3	chr7	44490658	chr7	44485796	44487192	0.8605	KLF3 (0.96), NR3C1 (0.89), NR1I3 (0.89), TP73 (0.88), ZNF691 (0.87), 
NUDCD3	chr7	44490658	chr7	44498282	44499214	0.8743	ESR2 (0.81), 
NUDCD3	chr7	44490658	chr7	44650503	44651462	0.8487	ESRRG (0.97), NR4A2 (0.97), NR4A3 (0.96), TFEB (0.95), ZIC3 (0.94), MITF (0.93), NR1I3 (0.90), RORC (0.87), NR1H4 (0.85), MTF1 (0.85), NR2C1 (0.83), NR4A1 (0.82), 
NUFIP2	chr17	29294148	chr17	29074134	29075079	0.8761	RORC (0.97), MEIS1 (0.90), RORA (0.88), NR3C1 (0.87), CREB3L2 (0.85), ESR2 (0.84), NR2C1 (0.81), ATOH1 (0.81), 
NUFIP2	chr17	29294148	chr17	29572410	29573303	0.855	NPAS2 (0.86), 
OGDH	chr7	44606626	chr7	44485796	44487192	0.8655	KLF3 (0.96), NR3C1 (0.89), NR1I3 (0.89), TP73 (0.88), ZNF691 (0.87), 
OGDH	chr7	44606626	chr7	44498282	44499214	0.8781	ESR2 (0.81), 
OGDH	chr7	44606626	chr7	44650503	44651462	0.8744	ESRRG (0.97), NR4A2 (0.97), NR4A3 (0.96), TFEB (0.95), ZIC3 (0.94), MITF (0.93), NR1I3 (0.90), RORC (0.87), NR1H4 (0.85), MTF1 (0.85), NR2C1 (0.83), NR4A1 (0.82), 
OSBPL2	chr20	62238520	chr20	62117360	62118212	0.8728	PPARD (0.93), NR1I2 (0.88), ZIC3 (0.87), HES1 (0.87), TFEB (0.85), NR1I3 (0.84), MITF (0.83), 
OSBPL2	chr20	62238520	chr20	62555145	62556175	0.8755	HNF4G (0.92), PPARD (0.91), ESR1 (0.90), PPARA (0.84), MYOD1 (0.82), 
PAFAH2	chr1	25998063	chr1	25549145	25550151	0.9607	MEIS2 (0.90), 
PAFAH2	chr1	25998063	chr1	25744148	25744665	0.9948	
PAFAH2	chr1	25998063	chr1	25786522	25787522	0.9034	MITF (0.91), JDP2 (0.91), BACH1 (0.86), 
PAFAH2	chr1	25998063	chr1	26061452	26062257	0.907	ESRRG (0.90), NR2C1 (0.86), NR2F1 (0.86), NR4A3 (0.85), ESRRA (0.84), NR1I3 (0.83), PPARD (0.82), 
PAFAH2	chr1	25998063	chr1	26224812	26225856	0.988	PPARG (0.80), 
PCAT7	chr9	94555044	chr9	94941113	94942038	0.8383	MYC (1.00), MAF (0.99), NR2C1 (0.98), MXI1 (0.98), ESR1 (0.95), NR4A3 (0.94), HEY1 (0.93), RXRG (0.91), FOSB (0.89), RXRA (0.87), PPARD (0.84), 
PDIK1L	chr1	26111164	chr1	25744148	25744665	0.9163	
PDIK1L	chr1	26111164	chr1	26061452	26062257	0.8555	ESRRG (0.90), NR2C1 (0.86), NR2F1 (0.86), NR4A3 (0.85), ESRRA (0.84), NR1I3 (0.83), PPARD (0.82), 
PDIK1L	chr1	26111164	chr1	26224812	26225856	0.8795	PPARG (0.80), 
PDLIM3	chr4	185535558	chr4	185133980	185134950	0.9253	NR2F6 (0.96), RORA (0.89), NR2C1 (0.88), MEIS1 (0.80), 
PDP1	chr8	93916922	chr8	93922764	93923606	0.8225	ESRRG (1.00), ZNF784 (1.00), RARA (1.00), ESRRA (1.00), KLF3 (0.99), NR4A2 (0.98), NR1H2 (0.97), ESRRB (0.95), NR4A1 (0.90), MYOD1 (0.90), 
PDP1	chr8	93916922	chr8	94213411	94214361	0.8893	FOSL2 (1.00), BACH2 (1.00), JUND (1.00), FOS (1.00), JUNB (1.00), FOSL1 (1.00), JUN (1.00), SNAI2 (1.00), MTF1 (1.00), NR2E1 (1.00), NR1I3 (1.00), RARG (1.00), NR2F2 (1.00), HIC1 (1.00), FOSB (1.00), USF1 (1.00), RARA (1.00), ATF3 (0.94), ESR1 (0.89), 
PDP1	chr8	93916922	chr8	94218835	94219445	0.8534	RARA (0.93), 
PDP1	chr8	93916922	chr8	94219449	94220080	0.8726	TGIF2 (1.00), PGR (1.00), JUNB (1.00), FOSL1 (1.00), BACH2 (1.00), FOS (1.00), FOSB (1.00), NR2E1 (1.00), NR2F2 (1.00), JUND (0.99), FOSL2 (0.99), 
PDP1	chr8	93916922	chr8	94261849	94262794	0.8682	TEAD1 (0.88), RARB (0.85), TFEB (0.82), 
PDSS1	chr10	26697423	chr10	26697022	26698074	0.9726	RXRB (0.87), KLF3 (0.84), 
PEBP4	chr8	22941077	chr8	22594859	22595801	0.83	TFCP2 (0.81), 
PEBP4	chr8	22941077	chr8	23325519	23326515	0.8546	GCM1 (0.98), TFCP2 (0.94), NR4A3 (0.93), RORA (0.92), PPARD (0.92), ESRRG (0.91), HES1 (0.89), NR4A1 (0.89), ESRRB (0.86), TFCP2L1 (0.85), 
PFKM	chr12	48105252	chr12	48127147	48127913	0.8774	MEIS2 (0.95), NR1I2 (0.91), RXRA (0.91), NR3C1 (0.88), NFE2 (0.86), NR4A3 (0.81), 
PFKM	chr12	48105252	chr12	48131058	48132107	0.8715	TFEB (0.97), NR3C1 (0.94), NR4A1 (0.94), NR4A2 (0.93), NR1I2 (0.93), MITF (0.88), ATOH1 (0.85), FOSB (0.81), 
PFKM	chr12	48105252	chr12	48151011	48151845	0.8429	NR6A1 (0.90), JUN (0.83), JUNB (0.83), ZNF691 (0.81), 
PGK1	chr0	78104247	chr0	78063456	78064419	0.9248	KLF3 (0.84), PPARD (0.82), RORA (0.81), 
PGK1	chr0	78104247	chr0	78104793	78105495	0.8706	CREB3L2 (1.00), NR4A2 (1.00), HEY1 (1.00), RORB (0.99), NR4A1 (0.98), RARB (0.98), NR1I3 (0.95), NR4A3 (0.95), HNF4G (0.95), NR2F2 (0.95), NPAS2 (0.92), TFEB (0.89), HNF4A (0.89), KLF3 (0.87), 
PGK1	chr0	78104247	chr0	78139163	78140130	0.9129	ZNF784 (0.89), ZKSCAN4 (0.82), 
PHC2	chr1	33375593	chr1	33337783	33339506	0.8754	TP73 (0.92), TCF7L2 (0.90), ATOH1 (0.87), NR3C1 (0.87), RARB (0.86), RARA (0.86), TEAD1 (0.86), NR4A3 (0.86), ESRRG (0.85), NR1I3 (0.84), PPARA (0.83), 
PHC2	chr1	33375593	chr1	33341908	33342898	0.8578	JUNB (0.92), MEIS1 (0.89), SNAI2 (0.85), SMARCC1 (0.82), NFE2 (0.81), 
